登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E15949,1,5,squish,動詞,つぶす、ぐにゃりと押す,to press something soft until it changes shape,He squished the bug with a paper cup.,彼は紙コップで虫をつぶした。,つぶれる音をまねた口語。形容詞 squishy は「ぶよぶよした、押すとへこむ」の意味になる。
E15950,1,5,steppe,名詞,ステップ、大草原,a large flat area of grassland without trees,Horsemen crossed the steppe for weeks.,騎馬の民は何週間もステップを渡った。,発音は step と同じ。中央アジアやロシアに広がる木のない大草原を指す地理の語。
E15951,1,5,stubbornness,名詞,頑固さ、強情,the quality of refusing to change your mind,His stubbornness delayed the whole project.,彼の頑固さが計画全体を遅らせた。,stubborn＋-ness。汚れやせきが「しつこい」意味でも使える。
E15952,1,5,subcutaneous,形容詞,皮下の,under the skin,The nurse gave a subcutaneous injection.,看護師は皮下注射をした。,sub-（下）＋cutis（皮膚）。医療現場では sub-Q と略される。
E15953,1,5,swab,名詞,綿棒、検体採取用の綿,a small piece of cotton used to clean or test,The nurse took a swab from his throat.,看護師は彼ののどから検体を採った。,検体を採る綿棒そのものと、拭き取る動作の両方を指す。感染症の検査の話題で頻出する。
E15954,1,5,swath,名詞,細長い一帯、広い範囲,a long wide strip of land or area,The storm damaged a wide swath of farmland.,嵐は広い範囲の農地に被害を与えた。,a swath of ... の形で使う。英国つづりは swathe。
E15955,1,5,swordsman,名詞,剣士、剣の使い手,a person skilled at fighting with a sword,He was the finest swordsman in the country.,彼は国で最も優れた剣士だった。,複数形は swordsmen。sword の w は読まない点に注意。
E15956,1,5,technicality,名詞,専門的な細かい点、法の抜け穴,a small detail of a rule or law,The case was dismissed on a technicality.,その訴訟は形式的な理由で退けられた。,on a technicality（形式上の理由で）が法律ニュースの定番。
E15957,1,5,thrush,名詞,ツグミ,a brown songbird with a spotted chest,A thrush sang outside the window at dawn.,夜明けに窓の外でツグミが鳴いていた。,胸に斑点のある小鳥で美しい鳴き声で知られる。医学では口内のカンジダ症を指す意味もある。
E15958,1,5,tinge,名詞,かすかな色合い、気味,a small amount of a color or feeling,There was a tinge of sadness in her voice.,彼女の声にはかすかな悲しみがあった。,a tinge of ... の形で使い、色にもわずかな感情にも使える。動詞では tinged with が多い。
E15959,1,5,tribesmen,名詞,部族の男たち、部族民,men who belong to a tribe,The tribesmen guided us through the valley.,部族の男たちが谷を案内してくれた。,単数は tribesman。今は tribal people と言う方が好まれる。
E15960,1,5,tux,名詞,タキシード,a formal black suit for men,He rented a tux for the wedding.,彼は結婚式のためにタキシードを借りた。,tuxedo のくだけた略語。英国では dinner jacket と言う。
E15961,1,5,uncomplicated,形容詞,単純な、込み入っていない,simple and easy to understand or do,The recipe is quick and uncomplicated.,そのレシピは手早く作れて簡単だ。,un-＋complicated。simple より「面倒がない」感じが強い。
E15962,1,5,unconnected,形容詞,無関係の、つながっていない,not related or joined to something,The two crimes appear to be unconnected.,その2つの事件は無関係のようだ。,unrelated とほぼ同じ意味で使えるほか、機器や線がつながっていない状態も表せる。
E15963,1,5,underweight,形容詞,標準より体重が軽い,weighing less than is healthy or usual,The puppy was underweight when we found it.,見つけたとき、その子犬は体重が足りなかった。,反対は overweight。人や動物の体重不足のほか、荷物が規定より軽い場合にも使える。
E15964,1,5,unremarkable,形容詞,目立たない、平凡な,not special or interesting in any way,The building is plain and unremarkable.,その建物は地味で目立たない。,特に語ることがない、という控えめな言い方。医療の検査所見では「異常なし」を意味する。
E15965,1,5,whittle,動詞,削る、少しずつ減らす,"to cut wood into shape, or to reduce slowly",They whittled the list down to five names.,彼らはその一覧を5名にまで絞り込んだ。,木をナイフで削るのが元の意味。whittle down（少しずつ減らす）の形で使うことが最も多い。
E15966,1,5,withstood,動詞,耐えた（withstand の過去形）,"past form of withstand, to survive pressure",The old bridge withstood the flood.,その古い橋は洪水に耐えた。,withstand - withstood - withstood。stand（耐える）に with-。
E15967,1,5,repress,動詞,抑え込む、抑圧する,to stop a feeling or a group by force,He could not repress a smile.,彼は笑みを抑えきれなかった。,名詞は repression。政府が反対運動を弾圧する場合と、感情を心に押し込める場合とがある。
E15968,1,5,overreact,動詞,過剰に反応する,to react more strongly than is needed,Don't overreact to one bad review.,悪い評価が1件あったくらいで大げさに反応しないで。,over-＋react。overreact to ... の形で使う。
E15969,1,5,bunt,動詞,バントする,to hit a baseball gently on purpose,He bunted to move the runner to second.,彼は走者を二塁に進めるためバントした。,野球の用語。名詞でも使い、a sacrifice bunt は犠牲バント。
E15970,1,5,conceit,名詞,うぬぼれ、自負,too much pride in yourself,His conceit made him hard to work with.,彼のうぬぼれは一緒に働きにくくさせた。,形容詞は conceited。自分を高く見すぎる態度を指し、文学では凝った比喩の意味にもなる。
E15971,1,5,alfalfa,名詞,アルファルファ、ムラサキウマゴヤシ,a plant grown as food for farm animals,The farmer cut the alfalfa in June.,農場主は6月にアルファルファを刈った。,家畜の飼料として広く育てられるマメ科の植物。若い芽はもやしのように食用にもされる。
E15972,1,5,appellant,名詞,控訴人、上訴人,a person who asks a higher court to review a case,The appellant asked for a new hearing.,控訴人は新たな審理を求めた。,法律用語。appeal（上訴する）から。相手方は respondent。
E15973,1,5,atelier,名詞,アトリエ、工房,an artist's or designer's workroom,She visited the designer's atelier in Paris.,彼女はパリにあるそのデザイナーのアトリエを訪れた。,フランス語由来で「アトリエイ」と発音。studio より格式ある響き。
E15974,1,5,brimstone,名詞,硫黄,the old word for sulfur,The preacher warned of fire and brimstone.,説教師は火と硫黄の裁きを説いた。,fire and brimstone は地獄の罰を表す聖書由来の言い回し。
E15975,1,5,burly,形容詞,がっしりした、たくましい,big and strong in the body,A burly guard stood by the door.,がっしりした警備員がドアのそばに立っていた。,ふつう男性の体格について使い、太っているのではなく骨太で筋肉質な大きさを表す語。
E15976,1,5,lead astray,句動詞,道を誤らせる、惑わす,to make someone behave badly or wrongly,Bad advice led the young trader astray.,悪い助言がその若い投資家を道を誤らせた。,astray は「道に迷って」。go astray なら「道を外れる」。
E15977,1,5,vouch for,句動詞,保証する、請け合う,to say that you are sure someone is good or true,Two colleagues vouched for his account of the meeting.,同僚2人が会議についての彼の説明を裏づけた。,人柄や事実の正しさを自分が請け合うという表現。身元保証や推薦の場面でよく使われる。
E15978,1,5,bear the brunt of,慣用句,～の矢面に立つ、最も強く受ける,to suffer the worst part of something,Small shops bore the brunt of the price rise.,小さな店が値上げの打撃を最も強く受けた。,brunt は「衝撃の最も強い部分」を指す語で、ほぼこの言い回しの中でしか使われない。
E15979,1,5,grapple with,句動詞,取り組む、格闘する,to try hard to deal with a difficult problem,The city is grappling with a housing shortage.,その市は住宅不足に取り組んでいる。,元は取っ組み合うこと。難しい問題と長く格闘している様子を表し、報道でよく使われる。
E15980,1,5,whisk away,句動詞,さっと運び去る、素早く片づける,to take someone or something away quickly,A car whisked the singer away from the crowd.,車が歌手を群衆からさっと連れ去った。,whisk は泡立て器の意味もあるが、ここは素早い動き。人や物をさっと連れ去る場面に使う。
E15981,1,5,conjure up,句動詞,思い起こさせる、作り出す,to make an image or thing appear as if by magic,The smell conjured up memories of childhood.,そのにおいは子どものころの記憶を呼び起こした。,手品で何かを出すのが元の意味。記憶やイメージを呼び起こす使い方が日常では最も多い。
E15982,1,5,fob off,句動詞,ごまかして押しつける、体よく断る,to give someone something poor to satisfy them,They fobbed us off with a vague answer.,彼らはあいまいな答えで私たちをごまかした。,fob someone off with ... の形。苦情対応の話でよく出る。
E15983,1,5,plough through,句動詞,苦労してやり通す、読み進める,to work slowly through something long or dull,I ploughed through the whole report last night.,私は昨夜その報告書を全部読み通した。,米つづりは plow through。畑を耕すように、長く退屈なものを苦労して進める比喩。
E15984,1,5,bury the hatchet,慣用句,和解する、仲直りする,to stop fighting and become friends again,The two brothers finally buried the hatchet.,その兄弟はついに仲直りした。,hatchet は小さな斧。争いをやめる印に武器を埋めた習慣に由来し、仲直りを表す。
E15985,1,5,churn out,句動詞,大量に作り出す,to produce a lot of something quickly,The studio churns out three films a year.,そのスタジオは年に3本の映画を量産する。,質より量という含みがある表現。工場や作家、スタジオが次々作る様子を批評的に言う。
E15986,1,5,take flak,慣用句,激しい批判を浴びる,to receive strong criticism from others,The manager took flak for the late decision.,その責任者は決定の遅さで激しい批判を浴びた。,flak は対空砲火のこと。get flak とも言い、批判を浴びる立場を表すくだけた言い方。
E15987,1,5,make headway,熟語,前進する、はかどる,to make progress toward a goal,We are finally making headway on the design.,私たちはようやく設計で前進している。,headway は船が前に進むこと。難航している交渉や作業が進展したと言うときに使う。
E15988,1,5,stave off,句動詞,食い止める、先延ばしにする,to keep something bad away for a time,A small loan staved off bankruptcy.,少額の融資が倒産を食い止めた。,一時的に防ぐという含みが強い。stave off hunger もよく使う。
E15989,1,5,toil away,句動詞,こつこつ働き続ける,to keep working hard for a long time,She toiled away at the report until midnight.,彼女は真夜中まで報告書に取り組み続けた。,toil は骨の折れる労働。toil away at ... の形で使う。
E15990,1,5,juggle with,句動詞,やりくりする、同時にこなす,to handle several things at the same time,He juggles with work and night classes.,彼は仕事と夜間の授業を両立させている。,玉を投げ上げる曲芸から。仕事と家庭など複数の用事を同時にこなす場面でよく使う。
E15991,1,5,sift through,句動詞,ふるいにかけて調べる、選り分ける,to examine a lot of things to find what you need,Police sifted through hours of video.,警察は何時間もの映像を丹念に調べた。,sift はふるいにかけること。大量の資料や証拠を丹念に調べる場面で使う定番の表現。
E15992,1,5,ferret out,句動詞,探り出す、暴き出す,to find out something hidden by searching hard,The reporter ferreted out the missing files.,その記者は消えた書類を探り出した。,ferret（フェレット）が穴に潜って獲物を追い出す様子から。隠れた事実を暴くときに使う。
E15993,1,5,rule the roost,慣用句,牛耳る、実権を握る,to be the person in control of a group,In that office the sales team rules the roost.,あの会社では営業チームが実権を握っている。,roost は鶏がとまる止まり木。家庭や職場で誰が実権を握っているかを表す言い回し。
E15994,1,5,take aback,句動詞,びっくりさせる、面食らわせる,to surprise someone so much they cannot react,I was taken aback by his rude reply.,私は彼の無礼な返事に面食らった。,ふつう be taken aback の受け身で使う。帆船用語が語源。
E15995,1,5,keep abreast of,熟語,遅れずについていく、最新情報を得る,to stay informed about the latest news,Doctors must keep abreast of new research.,医師は新しい研究に遅れずついていかねばならない。,abreast は「横に並んで」。keep up with とほぼ同じ意味。
E15996,1,5,mull over,句動詞,じっくり考える、思案する,to think about something carefully for a while,Let me mull over your offer for a day.,あなたの申し出を1日じっくり考えさせてください。,すぐ結論を出さずじっくり考えること。think over とほぼ同じで、返事を待ってもらう場面に。
E15997,1,5,put a damper on,慣用句,水を差す、盛り下げる,to make an event less enjoyable,The rain put a damper on the picnic.,雨がピクニックに水を差した。,damper は火の勢いを弱める空気調節板。楽しみや勢いをそぐことを表す言い回し。
E15998,1,5,tamper with,句動詞,勝手にいじる、改ざんする,to change something without permission,Someone had tampered with the lock.,誰かが錠を勝手にいじっていた。,証拠や機器の不正な操作に使う。tamper-proof は「いたずら防止の」。
E15999,1,5,make inroads,熟語,食い込む、進出する,to start to have success in a new area,The brand is making inroads into Asia.,そのブランドはアジア市場に食い込みつつある。,inroad は元は敵地への侵入。make inroads into ... の形で使う。
E16000,1,5,snowed under,慣用句,仕事に忙殺されて,having far too much work to do,I am snowed under with emails this week.,今週はメールに忙殺されている。,雪に埋もれる様子から。be snowed under with ... の形で使う。
